Cargo;UF;Partido;Nr.;Candidato;Votos Nominais;Situação;%/Válidos;Coligação
Presidente;AM;PRONA;56;ENEAS FERREIRA CARNEIRO;16,093;Não eleito;1.946;(sem coligação)
Presidente;SP;PSC;20;SERGIO BUENO;17,084;Não eleito;0.105;(sem coligação)
Presidente;SP;PSN;31;VASCO AZEVEDO NETO;17,647;Não eleito;0.109;(sem coligação)
Presidente;PE;PMN;33;IVAN MOACYR DA FROTA;18,635;Não eleito;0.651;(sem coligação)
Presidente;ES;PRONA;56;ENEAS FERREIRA CARNEIRO;18,836;Não eleito;1.497;(sem coligação)
Presidente;RJ;PTN;19;THEREZA TINAJERO RUIZ;18,967;Não eleito;0.282;(sem coligação)
Presidente;BA;PMN;33;IVAN MOACYR DA FROTA;19,284;Não eleito;0.496;(sem coligação)
Presidente;MG;PSDC;27;JOSÉ MARIA EYMAEL;19,839;Não eleito;0.261;(sem coligação)
Presidente;RR;PPS;23;CIRO FERREIRA GOMES;20,138;Não eleito;17.376;PL / PPS / PAN
Presidente;BA;PT do B;70;JOÃO DE DEUS BARBOSA DE JESUS;20,292;Não eleito;0.522;(sem coligação)
Presidente;RR;PT;13;LUIZ INACIO LULA DA SILVA;20,601;Não eleito;17.775;PDT / PT / PCB / PSB / PC do B
Presidente;MA;PRONA;56;ENEAS FERREIRA CARNEIRO;24,910;Não eleito;1.646;(sem coligação)
Presidente;SP;PMN;33;IVAN MOACYR DA FROTA;25,335;Não eleito;0.156;(sem coligação)
Presidente;AP;PPS;23;CIRO FERREIRA GOMES;25,349;Não eleito;15.714;PL / PPS / PAN
Presidente;MG;PTN;19;THEREZA TINAJERO RUIZ;25,673;Não eleito;0.338;(sem coligação)
Presidente;MG;PT do B;70;JOÃO DE DEUS BARBOSA DE JESUS;25,916;Não eleito;0.342;(sem coligação)
Presidente;AC;PPS;23;CIRO FERREIRA GOMES;26,909;Não eleito;13.937;PL / PPS / PAN
Presidente;SP;PTN;19;THEREZA TINAJERO RUIZ;28,388;Não eleito;0.175;(sem coligação)
Presidente;MG;PV;43;ALFREDO HÉLIO SYRKIS;28,466;Não eleito;0.375;(sem coligação)
Presidente;SP;PT do B;70;JOÃO DE DEUS BARBOSA DE JESUS;29,141;Não eleito;0.179;(sem coligação)
Presidente;MG;PSTU;16;JOSÉ MARIA DE ALMEIDA;29,689;Não eleito;0.391;(sem coligação)
Presidente;PA;PRONA;56;ENEAS FERREIRA CARNEIRO;30,538;Não eleito;1.700;(sem coligação)
Presidente;PE;PRONA;56;ENEAS FERREIRA CARNEIRO;32,393;Não eleito;1.132;(sem coligação)
Presidente;GO;PRONA;56;ENEAS FERREIRA CARNEIRO;34,222;Não eleito;1.809;(sem coligação)
Presidente;SP;PSTU;16;JOSÉ MARIA DE ALMEIDA;35,102;Não eleito;0.216;(sem coligação)
Presidente;MG;PMN;33;IVAN MOACYR DA FROTA;36,302;Não eleito;0.478;(sem coligação)
Presidente;RO;PPS;23;CIRO FERREIRA GOMES;39,398;Não eleito;8.081;PL / PPS / PAN
Presidente;SP;PV;43;ALFREDO HÉLIO SYRKIS;40,949;Não eleito;0.252;(sem coligação)
Presidente;SP;PSDC;27;JOSÉ MARIA EYMAEL;41,457;Não eleito;0.255;(sem coligação)
Presidente;TO;PPS;23;CIRO FERREIRA GOMES;47,566;Não eleito;11.951;PL / PPS / PAN
Presidente;SC;PRONA;56;ENEAS FERREIRA CARNEIRO;55,133;Não eleito;2.171;(sem coligação)
Presidente;AC;PT;13;LUIZ INACIO LULA DA SILVA;59,690;Não eleito;30.914;PDT / PT / PCB / PSB / PC do B
Presidente;PR;PRONA;56;ENEAS FERREIRA CARNEIRO;61,334;Não eleito;1.458;(sem coligação)
Presidente;AP;PT;13;LUIZ INACIO LULA DA SILVA;62,394;Não eleito;38.678;PDT / PT / PCB / PSB / PC do B
Presidente;TO;PT;13;LUIZ INACIO LULA DA SILVA;66,607;Não eleito;16.735;PDT / PT / PCB / PSB / PC do B
Presidente;MT;PPS;23;CIRO FERREIRA GOMES;67,668;Não eleito;7.452;PL / PPS / PAN
Presidente;SE;PPS;23;CIRO FERREIRA GOMES;71,233;Não eleito;11.352;PL / PPS / PAN
Presidente;MS;PPS;23;CIRO FERREIRA GOMES;89,951;Não eleito;10.587;PL / PPS / PAN
Presidente;BA;PRONA;56;ENEAS FERREIRA CARNEIRO;90,574;Não eleito;2.332;(sem coligação)
Presidente;RO;PT;13;LUIZ INACIO LULA DA SILVA;103,927;Não eleito;21.317;PDT / PT / PCB / PSB / PC do B
Presidente;AM;PPS;23;CIRO FERREIRA GOMES;128,811;Não eleito;15.579;PL / PPS / PAN
Presidente;ES;PPS;23;CIRO FERREIRA GOMES;134,675;Não eleito;10.705;PL / PPS / PAN
Presidente;AL;PPS;23;CIRO FERREIRA GOMES;146,729;Não eleito;20.361;PL / PPS / PAN
Presidente;MT;PT;13;LUIZ INACIO LULA DA SILVA;149,462;Não eleito;16.460;PDT / PT / PCB / PSB / PC do B
Presidente;MG;PRONA;56;ENEAS FERREIRA CARNEIRO;156,826;Não eleito;2.067;(sem coligação)
Presidente;AL;PT;13;LUIZ INACIO LULA DA SILVA;161,584;Não eleito;22.422;PDT / PT / PCB / PSB / PC do B
Presidente;RS;PRONA;56;ENEAS FERREIRA CARNEIRO;161,750;Não eleito;3.224;(sem coligação)
Presidente;PA;PPS;23;CIRO FERREIRA GOMES;165,670;Não eleito;9.220;PL / PPS / PAN
Presidente;PI;PPS;23;CIRO FERREIRA GOMES;185,997;Não eleito;18.532;PL / PPS / PAN
Presidente;PB;PPS;23;CIRO FERREIRA GOMES;191,878;Não eleito;16.050;PL / PPS / PAN
Presidente;RN;PPS;23;CIRO FERREIRA GOMES;193,496;Não eleito;18.663;PL / PPS / PAN
Presidente;GO;PPS;23;CIRO FERREIRA GOMES;195,851;Não eleito;10.355;PL / PPS / PAN
Presidente;MS;PT;13;LUIZ INACIO LULA DA SILVA;210,120;Não eleito;24.730;PDT / PT / PCB / PSB / PC do B
Presidente;AM;PT;13;LUIZ INACIO LULA DA SILVA;211,507;Não eleito;25.581;PDT / PT / PCB / PSB / PC do B
Presidente;PE;PPS;23;CIRO FERREIRA GOMES;212,168;Não eleito;7.415;PL / PPS / PAN
Presidente;SE;PT;13;LUIZ INACIO LULA DA SILVA;221,565;Não eleito;35.310;PDT / PT / PCB / PSB / PC do B
Presidente;RJ;PRONA;56;ENEAS FERREIRA CARNEIRO;233,921;Não eleito;3.472;(sem coligação)
Presidente;MA;PPS;23;CIRO FERREIRA GOMES;246,268;Não eleito;16.269;PL / PPS / PAN
Presidente;SC;PPS;23;CIRO FERREIRA GOMES;252,659;Não eleito;9.949;PL / PPS / PAN
Presidente;ES;PT;13;LUIZ INACIO LULA DA SILVA;263,636;Não eleito;20.957;PDT / PT / PCB / PSB / PC do B
Presidente;DF;PPS;23;CIRO FERREIRA GOMES;265,838;Não eleito;27.487;PL / PPS / PAN
Presidente;RN;PT;13;LUIZ INACIO LULA DA SILVA;267,883;Não eleito;25.838;PDT / PT / PCB / PSB / PC do B
Presidente;PI;PT;13;LUIZ INACIO LULA DA SILVA;270,465;Não eleito;26.949;PDT / PT / PCB / PSB / PC do B
Presidente;RS;PPS;23;CIRO FERREIRA GOMES;277,866;Não eleito;5.539;PL / PPS / PAN
Presidente;DF;PT;13;LUIZ INACIO LULA DA SILVA;287,579;Não eleito;29.735;PDT / PT / PCB / PSB / PC do B
Presidente;BA;PPS;23;CIRO FERREIRA GOMES;327,920;Não eleito;8.443;PL / PPS / PAN
Presidente;GO;PT;13;LUIZ INACIO LULA DA SILVA;371,175;Não eleito;19.624;PDT / PT / PCB / PSB / PC do B
Presidente;SP;PRONA;56;ENEAS FERREIRA CARNEIRO;389,592;Não eleito;2.396;(sem coligação)
Presidente;PR;PPS;23;CIRO FERREIRA GOMES;400,966;Não eleito;9.531;PL / PPS / PAN
Presidente;PB;PT;13;LUIZ INACIO LULA DA SILVA;402,293;Não eleito;33.651;PDT / PT / PCB / PSB / PC do B
Presidente;MA;PT;13;LUIZ INACIO LULA DA SILVA;444,912;Não eleito;29.392;PDT / PT / PCB / PSB / PC do B
Presidente;PA;PT;13;LUIZ INACIO LULA DA SILVA;530,722;Não eleito;29.536;PDT / PT / PCB / PSB / PC do B
Presidente;RJ;PPS;23;CIRO FERREIRA GOMES;708,279;Não eleito;10.513;PL / PPS / PAN
Presidente;CE;PT;13;LUIZ INACIO LULA DA SILVA;872,290;Não eleito;32.841;PDT / PT / PCB / PSB / PC do B
Presidente;MG;PPS;23;CIRO FERREIRA GOMES;883,377;Não eleito;11.641;PL / PPS / PAN
Presidente;PE;PT;13;LUIZ INACIO LULA DA SILVA;890,971;Não eleito;31.138;PDT / PT / PCB / PSB / PC do B
Presidente;CE;PPS;23;CIRO FERREIRA GOMES;909,402;Não eleito;34.238;PL / PPS / PAN
Presidente;SC;PT;13;LUIZ INACIO LULA DA SILVA;929,698;Não eleito;36.608;PDT / PT / PCB / PSB / PC do B
Presidente;PR;PT;13;LUIZ INACIO LULA DA SILVA;1,168,853;Não eleito;27.784;PDT / PT / PCB / PSB / PC do B
Presidente;SP;PPS;23;CIRO FERREIRA GOMES;1,208,718;Não eleito;7.434;PL / PPS / PAN
Presidente;BA;PT;13;LUIZ INACIO LULA DA SILVA;1,372,790;Não eleito;35.345;PDT / PT / PCB / PSB / PC do B
Presidente;MG;PT;13;LUIZ INACIO LULA DA SILVA;2,129,100;Não eleito;28.056;PDT / PT / PCB / PSB / PC do B
Presidente;RS;PT;13;LUIZ INACIO LULA DA SILVA;2,460,551;Não eleito;49.045;PDT / PT / PCB / PSB / PC do B
Presidente;RJ;PT;13;LUIZ INACIO LULA DA SILVA;2,851,274;Não eleito;42.320;PDT / PT / PCB / PSB / PC do B
Presidente;SP;PT;13;LUIZ INACIO LULA DA SILVA;4,688,677;Não eleito;28.838;PDT / PT / PCB / PSB / PC do B
